"age","race","sex","risk","value","simulation","data_type","location_code","location_name"
"35-44 years","black","female","heterosexual",133.232772251242,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",152.635639554328,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",200.752206614207,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",4.5283764526659,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",9.62784763271667,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",9.84276180348161,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",8.37673116423555,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",8.14256801047673,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",8.88366110813295,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",18.7481343290462,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",20.8857825380639,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",20.9506161695245,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",25.0338366727782,1,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",175.214038808218,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",447.758044036706,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",276.149592297609,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",175.176593803079,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",154.460593412869,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",25.9153938004502,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",59.0882237487788,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",35.116212264542,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",19.3349085915873,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",12.9688639637505,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",73.9812960801181,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",183.240981055052,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",117.527336208291,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",80.5967687528294,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",79.3815469324169,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",7.37363583637671,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",43.511666834208,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",30.8173805010741,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",18.7019037580465,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",13.7592833113441,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.0811622743798538,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",0.563789609043416,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",0.499347728783839,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",0.364990802442146,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",0.315190020405605,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",4.15625604669481,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",21.3556219734511,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",13.9111337865317,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",9.27204707220102,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",10.8995919919045,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",3.33568000983569,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",21.0544143554365,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",15.5138268328066,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",9.57202979591423,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",8.14846972418584,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.0395842550020104,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",0.239277070413949,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",0.212478640941762,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",0.153466511773861,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",0.135431888851194,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",1.82518603608299,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",9.30856003367212,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",6.07186413730207,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",4.11604031716014,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",5.13616243716884,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",3.74194611672516,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",28.4699394518069,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",15.8674748269292,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",7.28459327450373,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",3.66971743165216,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",0.397055665807667,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",3.50708179728882,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",1.88560901256509,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",0.942958548307545,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",0.489369914446577,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",4.89808455304619,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",42.3261615560758,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",19.7412093000521,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",9.77160825165306,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",6.47545670391993,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",24.2810811283006,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",52.1896128020274,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",58.4572260742601,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",69.786605053189,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",95.8259233760661,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",2.36487014760739,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",5.05433777716033,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",5.48982645843066,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",4.8980595339233,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",4.94749377856623,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",3.81675815382692,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",7.75713526126972,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",9.3029544408111,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",10.3724704425914,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",13.9337647028105,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",46.1438933690123,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",98.3769397917222,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",112.180087667002,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",131.234927613348,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",185.269676426641,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",4.37306202746741,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",8.2205512968927,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",8.31895485365494,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",7.0427521463449,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",7.02152934446523,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",8.42284817487577,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",15.8530401772408,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",17.8598896803419,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",18.4042363150214,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",23.4863746099018,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",176.376771009458,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",435.79582029357,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",287.94997087668,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",188.885022719416,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",167.575258941804,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",21.6523076098778,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",47.2453866395384,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",30.7319390665063,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",17.6663046133905,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",11.9318096241849,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",85.1958472737324,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",184.86955416588,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",131.415447383172,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",93.6799297975417,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",92.4566792261389,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",8.69156855557492,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",53.3761065632611,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",38.3380688350699,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",25.187244710651,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",20.9245057644894,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.0724703893934973,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",0.570909730059492,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",0.545345830550259,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",0.422763284976372,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",0.383097089256599,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",3.57634089430174,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",19.334902547197,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",12.7264374177094,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",8.78503335165525,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",10.5283346593126,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",3.97774164427219,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",26.1746148217934,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",19.5633510738554,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",13.3780152228335,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",12.4454645209375,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.0386285199214409,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",0.26595545080591,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",0.25837424731122,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",0.194232210182206,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",0.174488113094251,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",1.60949342720715,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",8.66818346936586,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",5.78708050899403,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",4.05131301686433,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",5.0319097819415,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",4.9466663858062,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",35.9669176873987,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",22.2619724907351,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",11.2119900086936,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",5.79156032053499,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",0.311594002165486,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",2.70271869878197,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",1.82806681042759,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",1.00598571185314,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",0.558713697231989,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",5.60441902900629,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",42.4198369405003,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",24.1240901309833,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",13.124626924199,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",9.21447211070626,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
