"age","race","sex","risk","value","simulation","data_type","location_code","location_name"
"13-24 years","hispanic","female","idu",0.0205725831085964,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",0.112849832371305,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",0.111453803873573,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",0.0859313793804352,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",0.0774112321223786,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",0.677135938946137,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",3.41042801553813,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",2.51444136592306,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",1.83602762155829,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",2.42346298387685,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",0.905957748279599,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",7.57616102047621,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",4.70505527809985,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",2.52752986490292,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",1.36669281419487,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",0.0758391219103957,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",0.796204536762852,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",0.491440110211869,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",0.280203688091669,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",0.160104429569165,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",0.966168983232294,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",9.10392705635184,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",4.91943668240143,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",2.80381516905892,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",2.1189037311131,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",17.9719870735427,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",39.6020474004656,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",46.2273798157248,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",52.1000827005476,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",77.2044925933236,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",1.82082766233865,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",3.92999194917497,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",4.48305643326078,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",3.97038583644814,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",4.30776388839381,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",2.76627349915221,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",5.74139202157082,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",7.24450559012974,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",7.86703535047371,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",11.4043541067256,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",30.6166955211909,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",69.7564662510192,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",85.7811699159677,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",97.6447469747874,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",150.484225091952,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",2.86437360208554,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",5.80069486001967,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",6.42888148498035,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",5.573701115001,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",6.06174498747629,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",4.96681364790198,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",10.2260076830625,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",12.8258837676028,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",13.539325297558,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",19.072639835432,2,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",37.6140813693627,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",117.001928460636,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",87.1845259628952,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",67.2543439875375,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",66.6508032723542,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",4.31923684737115,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",11.6564940463985,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",8.61871718381558,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",5.78793206168441,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",4.22340688047671,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",15.2826250268582,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",40.9103792439513,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",33.3528679969868,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",28.1581115574918,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",31.3743259618161,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",2.73034706501709,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",15.4848206782789,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",12.7749080322955,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",9.08045322968039,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",8.12546307375816,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.0303206889023609,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",0.198832849813048,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",0.21534001741052,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",0.177770972317401,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",0.162081516669129,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",0.945981081506819,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",4.8373572824579,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",3.67720650161132,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",2.75822921550868,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",3.58106579074614,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",1.26778227515375,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",7.67890667853579,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",6.63504215682913,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",4.90386363046185,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",4.8726515740353,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.0165097691942309,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",0.0945862372496825,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",0.104682863780427,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",0.0842866566655183,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",0.0759537079220738,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",0.434212960339232,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",2.20375313112999,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",1.7120391977863,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",1.30538778063332,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",1.73833287046339,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",0.90285410421497,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",7.50329726514493,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",5.28412004153281,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",2.98357638465838,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",1.70118905503258,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",0.0476803760398805,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",0.500580829316148,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",0.391996869517361,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",0.247281875057963,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",0.15140744447374,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",0.8306005198484,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",7.20700612695057,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",4.76194804250484,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",2.99713439001442,3,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
